ID,kraken,mapped_bases,error_rate,indel_ratio,insert_size,insert_size_rev,heterozygous_snps
SRR5006348, 34.38, 66.44, 2.403387e-02, 2.403387e-02, 43.98, 67.69, 2.43
SRR5006349, 56.96, 68.40, 1.601090e-02, 1.601090e-02, 36.92, 101.17, 0.90
SRR5006361, 59.50, 73.37, 1.564932e-02, 1.564932e-02, 34.05, 129.31, 0.91
SRR5006362, 33.99, 70.47, 2.433291e-02, 2.433291e-02, 41.54, 81.14, 3.01
SRR5006363, 46.98, 72.94, 9.483783e-03, 9.483783e-03, 33.98, 123.46, 4.24
SRR5006381, 31.52, 83.49, 8.828968e-03, 8.828968e-03, 39.08, 93.02, 1.45
SRR5006382, 32.83, 40.81, 1.827461e-02, 1.827461e-02, 35.82, 116.23, 2.17
SRR5006383, 57.26, 72.29, 1.548082e-02, 1.548082e-02, 32.10, 132.70, 1.00
SRR5006387, 48.39, 71.61, 9.461341e-03, 9.461341e-03, 32.54, 128.14, 4.06
SRR5006388, 58.60, 72.32, 1.608626e-02, 1.608626e-02, 40.66, 77.88, 1.02
SRR5006410, 43.52, 86.05, 1.141415e-02, 1.141415e-02, 42.66, 71.84, 1.58
SRR5006412, 59.45, 72.80, 1.578717e-02, 1.578717e-02, 38.04, 89.23, 0.87
SRR5006413, 33.69, 56.62, 9.420422e-03, 9.420422e-03, 35.27, 102.15, 4.23
SRR5006416, 57.58, 74.45, 1.700606e-02, 1.700606e-02, 38.07, 93.45, 1.01
SRR5006432, 54.19, 68.50, 2.033513e-02, 2.033513e-02, 35.47, 106.41, 1.04
SRR5006434, 42.75, 73.98, 1.446184e-02, 1.446184e-02, 39.68, 86.44, 2.75
SRR5006435, 54.95, 67.78, 1.640816e-02, 1.640816e-02, 40.58, 84.24, 1.16
SRR5017281, 57.47, 70.17, 1.595611e-02, 1.595611e-02, 37.43, 85.93, 0.88
SRR5017285, 60.25, 71.46, 1.625782e-02, 1.625782e-02, 38.56, 79.27, 1.09
SRR5017470, 77.19, 72.85, 2.333646e-02, 2.333646e-02, 40.66, 80.10, 0.38
SRR5017472, 56.83, 68.99, 1.582432e-02, 1.582432e-02, 38.95, 90.17, 1.01
SRR5017474, 58.86, 68.00, 1.628707e-02, 1.628707e-02, 38.69, 91.95, 1.04
SRR5017475, 58.00, 73.52, 1.603545e-02, 1.603545e-02, 38.31, 82.21, 1.01
SRR5017476, 55.33, 67.52, 1.605387e-02, 1.605387e-02, 41.92, 68.53, 1.01
SRR5017477, 38.27, 66.70, 9.172086e-03, 9.172086e-03, 35.58, 106.02, 2.02
SRR5017479, 34.86, 73.89, 4.935163e-03, 1.1364063969896518, 38.51, 84.26, 60.61
SRR5017530, 58.67, 71.79, 1.639608e-02, 1.639608e-02, 39.99, 75.49, 1.19
SRR5017532, 56.08, 72.80, 1.793025e-02, 1.793025e-02, 48.46, 52.82, 1.36
SRR5017538, 59.82, 71.08, 1.635766e-02, 1.635766e-02, 40.11, 71.98, 0.99
SRR5017539, 74.25, 64.53, 2.230771e-02, 1.0080661026952586, 32.44, 139.31, 1.83
SRR5017595, NA, 30.29, 1.708629e-02, 1.708629e-02, 37.49, 90.86, 16.70
SRR5017711, 71.62, 66.11, 2.100272e-02, 2.100272e-02, 40.06, 83.23, 31.22
SRR5017732, 54.33, 73.58, 1.698205e-02, 1.698205e-02, 47.36, 54.59, 2.19
SRR5017965, 57.65, 71.34, 1.593300e-02, 1.593300e-02, 35.01, 107.87, 0.98
SRR5017969, 57.02, 72.49, 1.614381e-02, 1.614381e-02, 41.75, 77.40, 1.06
SRR5018177, 55.48, 69.32, 1.533623e-02, 1.533623e-02, 36.82, 103.01, 1.57
SRR5018178, 77.29, 65.65, 2.271458e-02, 2.271458e-02, 30.60, 137.95, 1.29
SRR5018179, 36.67, 80.43, 9.408225e-03, 1.1166266838900165, 36.43, 100.00, 1.76
SRR5018281, 58.47, 69.50, 1.612771e-02, 1.612771e-02, 38.45, 87.82, 1.08
SRR5018282, 57.77, 69.91, 1.596350e-02, 1.596350e-02, 33.51, 115.20, 1.10
SRR5018283, 58.20, 73.08, 1.607582e-02, 1.607582e-02, 40.50, 73.08, 0.99
SRR5018284, 57.81, 71.51, 1.605330e-02, 1.605330e-02, 42.44, 61.57, 0.92
SRR5018286, 79.83, 71.93, 2.250574e-02, 2.250574e-02, 40.98, 76.33, 0.70
SRR5018289, 35.02, 81.57, 1.084701e-02, 1.084701e-02, 43.18, 64.88, 0.83
SRR5018301, 38.00, 76.52, 1.395236e-02, 1.395236e-02, 39.06, 84.70, 2.04
SRR5018303, 80.51, 73.76, 2.360334e-02, 2.360334e-02, 43.54, 61.96, 0.73
SRR5018305, 51.44, 54.95, 1.583400e-02, 1.0932464454976303, 18.95, 226.47, 1.05
SRR5018308, 37.66, 80.76, 1.536727e-02, 1.536727e-02, 43.84, 62.70, 0.88
SRR5018309, 57.68, 73.46, 1.784825e-02, 1.784825e-02, 47.70, 53.82, 1.11
SRR5018322, 56.18, 68.68, 1.692748e-02, 1.692748e-02, 41.66, 72.02, 1.60
SRR5018323, 35.34, 79.89, 9.211344e-03, 9.211344e-03, 34.83, 107.47, 1.03
SRR5018324, 58.09, 73.01, 1.648422e-02, 1.648422e-02, 41.11, 69.08, 0.91
SRR5018325, 58.79, 71.60, 1.642904e-02, 1.642904e-02, 39.21, 81.11, 0.98
SRR5018326, 57.61, 70.72, 1.591381e-02, 1.591381e-02, 38.79, 83.25, 0.92
SRR5018327, 59.05, 73.20, 1.616730e-02, 1.616730e-02, 40.14, 75.64, 0.91
SRR5018340, 41.40, 72.76, 1.005229e-02, 1.005229e-02, 42.02, 66.28, 1.80
SRR5018341, 58.35, 71.46, 1.578558e-02, 1.578558e-02, 37.48, 92.67, 0.99
SRR5018342, 58.16, 69.25, 1.656387e-02, 1.656387e-02, 37.60, 78.22, 0.91
SRR5018343, 57.92, 71.32, 1.610277e-02, 1.610277e-02, 40.65, 75.92, 1.17
SRR5018344, 57.41, 70.69, 1.702178e-02, 1.702178e-02, 37.53, 92.09, 0.82
SRR5018345, NA, 21.33, 1.840041e-02, 1.011744966442953, 41.84, 69.44, 29.74
SRR5018346, 57.03, 73.11, 1.681643e-02, 1.681643e-02, 43.42, 58.87, 1.12
SRR5018348, 55.21, 71.86, 1.778543e-02, 1.150994270306707, 38.84, 110.42, 30.51
SRR5018349, 58.14, 72.11, 1.595562e-02, 1.595562e-02, 37.22, 92.39, 0.89
SRR5018360, 76.44, 71.36, 2.251270e-02, 2.251270e-02, 39.68, 83.51, 0.33
SRR5018364, 56.09, 65.46, 1.588899e-02, 1.0286123032904149, 37.27, 107.89, 0.99
SRR5018366, 63.48, 69.88, 1.947110e-02, 1.947110e-02, 42.71, 61.95, 50.26
SRR5018384, 58.89, 72.90, 1.648373e-02, 1.648373e-02, 42.02, 62.13, 0.95
SRR5023675, 43.36, 76.29, 9.427767e-03, 9.427767e-03, 41.87, 73.86, 3.79
SRR5023704, 56.60, 65.42, 1.578857e-02, 1.073008849557522, 33.67, 133.10, 0.93
SRR5023706, 55.26, 62.33, 1.584229e-02, 1.0051602064082563, 32.18, 143.15, 0.95
SRR5023707, 42.72, 68.93, 1.038470e-02, 1.2127602776294715, 32.96, 131.97, 2.19
SRR5023708, 34.19, 64.12, 1.009575e-02, 1.3388334612432846, 34.80, 139.67, 2.07
SRR5023709, 39.62, 64.36, 1.011037e-02, 1.1609311740890689, 36.62, 106.29, 2.38
SRR5023710, 57.47, 70.37, 1.588673e-02, 1.071277784676518, 34.69, 122.37, 1.71
SRR5023711, 36.92, 64.06, 9.747179e-03, 1.0579310344827586, 36.17, 91.41, 1.10
SRR5023713, 58.47, 71.70, 1.592431e-02, 1.592431e-02, 39.13, 85.79, 0.93
SRR5023714, 34.73, 63.42, 9.880922e-03, 1.2743726235741444, 35.81, 117.69, 1.34
SRR5023715, 57.84, 70.29, 1.585561e-02, 1.012013455069678, 37.94, 96.93, 1.96
SRR5023716, 57.22, 69.58, 1.572433e-02, 1.0112449799196788, 34.86, 115.38, 1.71
SRR5023733, 35.80, 62.48, 1.021225e-02, 1.363895758036903, 38.16, 111.28, 2.40
SRR5023736, 36.97, 66.48, 9.579745e-03, 1.1646318199160626, 36.25, 117.02, 1.55
SRR5023770, 58.96, 73.83, 1.627405e-02, 1.627405e-02, 40.80, 71.16, 1.70
SRR5023771, 35.81, 59.22, 9.228377e-03, 1.2568723274282223, 39.14, 102.48, 1.58
SRR5023772, 56.75, 64.77, 1.896496e-02, 1.896496e-02, 41.64, 65.52, 1.14
SRR5023776, 40.23, 71.10, 1.050787e-02, 1.0402253322770882, 36.87, 93.10, 2.58
SRR5023777, 58.34, 72.18, 1.597578e-02, 1.0291418650793651, 38.87, 87.10, 1.68
SRR5023778, 43.72, 69.61, 9.311637e-03, 1.1061616954474098, 35.67, 112.77, 4.53
SRR5023779, 37.16, 66.91, 1.011229e-02, 1.2045308826672365, 36.11, 109.09, 2.48
SRR5023790, 45.44, 76.51, 1.208102e-02, 1.208102e-02, 39.76, 79.31, 3.32
SRR5023791, 34.94, 59.33, 1.032024e-02, 1.3056548244692032, 34.20, 138.84, 2.36
SRR5023792, 59.44, 71.42, 1.632620e-02, 1.632620e-02, 37.32, 95.19, 1.66
SRR5023793, 39.61, 60.29, 9.721157e-03, 1.3969273102499427, 33.72, 137.19, 1.94
SRR5023810, NA, 20.49, 1.632435e-02, 1.632435e-02, 39.11, 85.56, 3.02
SRR5023812, 32.56, 66.57, 1.154322e-02, 1.035001446340758, 34.37, 128.57, 1.68
SRR5023815, 39.91, 70.85, 9.836026e-03, 9.836026e-03, 42.46, 60.34, 1.96
SRR5023818, 60.07, 57.87, 2.249002e-02, 2.249002e-02, 38.68, 89.27, 0.77
SRR5023819, 53.74, 67.21, 1.563841e-02, 1.563841e-02, 33.84, 122.54, 5.32
SRR5023872, 58.52, 69.44, 1.599479e-02, 1.599479e-02, 38.74, 80.88, 0.93
SRR5023874, 56.23, 69.72, 1.590109e-02, 1.590109e-02, 29.91, 134.44, 1.30
SRR5023879, 69.15, 72.41, 1.837987e-02, 1.837987e-02, 41.69, 67.52, 61.19
SRR5023893, 45.08, 76.55, 1.218830e-02, 1.218830e-02, 40.72, 75.51, 2.43
SRR5023894, 57.05, 72.23, 1.593496e-02, 1.593496e-02, 40.15, 82.61, 0.97
SRR5023896, 58.15, 71.31, 1.607218e-02, 1.607218e-02, 42.11, 70.97, 0.84
SRR5024170, 58.47, 74.55, 1.601670e-02, 1.601670e-02, 38.38, 84.36, 0.89
SRR5024171, 60.45, 69.87, 1.774070e-02, 1.774070e-02, 38.92, 79.47, 25.79
SRR5024172, 56.99, 69.53, 1.620472e-02, 1.620472e-02, 33.02, 112.50, 1.05
SRR5024173, 58.21, 71.78, 1.595964e-02, 1.595964e-02, 40.56, 78.24, 0.99
SRR5024174, 36.64, 69.19, 8.604408e-03, 8.604408e-03, 27.17, 193.50, 1.38
SRR5024175, 57.67, 70.90, 1.718095e-02, 1.718095e-02, 37.41, 100.00, 1.13
SRR5024176, 40.01, 81.14, 9.728770e-03, 9.728770e-03, 37.10, 91.48, 3.54
SRR5024177, 54.48, 72.11, 1.669746e-02, 1.669746e-02, 35.10, 119.01, 1.08
SRR5024179, 39.55, 88.25, 2.531788e-03, 1.087294727744166, 31.58, 134.57, 5.03
SRR5024190, 57.97, 71.63, 1.597587e-02, 1.597587e-02, 41.16, 75.13, 1.09
SRR5024191, 44.90, 73.35, 1.022180e-02, 1.022180e-02, 37.79, 93.94, 3.01
SRR5024192, 39.42, 71.64, 9.984899e-03, 9.984899e-03, 44.28, 58.85, 2.93
SRR5024197, 58.12, 73.04, 1.589210e-02, 1.589210e-02, 34.33, 130.25, 1.43
SRR5024198, 74.24, 67.72, 2.196033e-02, 1.0074252248483582, 35.61, 113.17, 2.54
SRR5024199, 58.94, 69.95, 1.604403e-02, 1.604403e-02, 36.72, 92.47, 1.09
SRR5024203, 58.29, 68.85, 1.604166e-02, 1.604166e-02, 35.86, 97.86, 1.05
SRR5024205, 53.70, 71.39, 1.628424e-02, 1.628424e-02, 30.11, 148.78, 1.14
SRR5024206, 40.45, 75.57, 9.178610e-03, 9.178610e-03, 41.10, 72.35, 1.49
SRR5024207, 56.28, 69.70, 1.648837e-02, 1.648837e-02, 39.75, 80.20, 1.02
SRR5024208, 56.41, 73.79, 1.748192e-02, 1.748192e-02, 39.62, 82.99, 1.08
SRR5024220, 39.95, 75.05, 9.524035e-03, 9.524035e-03, 40.57, 77.99, 2.35
SRR5024221, 58.89, 71.72, 1.611324e-02, 1.611324e-02, 38.67, 75.11, 1.05
SRR5024225, 43.71, 74.87, 4.161660e-03, 4.161660e-03, 44.45, 56.96, 7.05
SRR5024226, 56.59, 74.42, 1.525236e-02, 1.525236e-02, 33.98, 134.62, 0.99
SRR5024243, 57.10, 75.05, 1.563128e-02, 1.563128e-02, 36.42, 112.65, 0.87
SRR5024246, 56.40, 71.19, 1.525573e-02, 1.525573e-02, 33.81, 143.45, 1.06
SRR5024247, 59.19, 73.90, 1.574923e-02, 1.574923e-02, 37.61, 94.30, 0.94
SRR5024248, 59.37, 72.69, 1.602355e-02, 1.602355e-02, 39.21, 86.46, 0.98
SRR5024249, 44.03, 75.43, 1.172319e-02, 1.172319e-02, 38.20, 80.30, 1.96
SRR5024257, 56.69, 73.42, 1.506715e-02, 1.506715e-02, 36.43, 106.52, 1.59
SRR5024260, 73.12, 67.55, 2.391856e-02, 2.391856e-02, 45.05, 60.25, 0.57
SRR5024262, 32.00, 38.18, 3.712243e-02, 3.712243e-02, 38.73, 81.41, 33.16
SRR5024266, 58.21, 74.01, 1.597111e-02, 1.597111e-02, 39.48, 81.77, 0.90
SRR5024268, 56.97, 73.18, 1.602635e-02, 1.602635e-02, 40.12, 76.14, 1.02
SRR5024269, 58.28, 74.62, 1.620571e-02, 1.620571e-02, 43.75, 58.72, 0.96
SRR5024300, 35.35, 87.20, 8.831425e-03, 1.0131123206333499, 39.44, 74.88, 1.38
SRR5024301, 57.11, 69.23, 1.598762e-02, 1.598762e-02, 33.34, 103.91, 0.76
SRR5024302, 55.28, 70.23, 1.666632e-02, 1.666632e-02, 48.38, 52.90, 0.93
SRR5024303, 57.32, 67.95, 1.719085e-02, 1.719085e-02, 41.61, 69.27, 1.09
SRR5024308, 63.03, 68.47, 1.799172e-02, 1.0204793689320388, 39.83, 78.69, 57.92
SRR5024321, 57.69, 70.24, 1.639708e-02, 1.639708e-02, 43.30, 63.25, 1.01
SRR5024326, 58.27, 75.55, 1.590225e-02, 1.590225e-02, 44.76, 57.53, 1.02
SRR5024408, 58.94, 74.08, 1.605918e-02, 1.605918e-02, 38.81, 74.89, 1.06
SRR5024448, 17.95, 21.98, 1.581018e-02, 1.581018e-02, 37.03, 111.56, 6.80
SRR5024462, 47.11, 74.10, 1.067132e-02, 1.067132e-02, 36.27, 93.40, 3.31
SRR5024469, 58.51, 74.29, 1.624980e-02, 1.624980e-02, 39.73, 71.43, 0.88
SRR5029852, 77.90, 69.37, 2.305310e-02, 2.305310e-02, 45.13, 59.45, 0.99
SRR5029854, 58.02, 72.85, 1.605884e-02, 1.605884e-02, 41.65, 70.33, 0.83
SRR5029858, 40.68, 78.92, 1.155979e-02, 1.155979e-02, 43.86, 60.79, 1.87
SRR5030804, 78.64, 73.18, 2.264087e-02, 2.264087e-02, 38.23, 87.98, 0.37
SRR5031200, 41.73, 73.86, 9.655836e-03, 9.655836e-03, 38.40, 83.26, 2.70
SRR5031201, 60.88, 58.66, 2.098102e-02, 1.0154138012805312, 36.63, 108.50, 2.06
SRR5031202, 47.95, 72.67, 9.742242e-03, 9.742242e-03, 39.08, 78.60, 4.31
SRR5031205, 28.98, 76.20, 1.148017e-02, 1.148017e-02, 43.34, 62.44, 0.56
SRR5031207, 40.88, 80.39, 1.172630e-02, 1.0745388569700636, 30.60, 155.22, 1.09
SRR5031208, 41.09, 71.53, 9.472395e-03, 9.472395e-03, 41.32, 73.68, 2.40
SRR5031209, 65.18, 76.51, 2.009270e-02, 2.009270e-02, 43.59, 61.95, 1.18
SRR5031221, 38.29, 70.81, 9.605877e-03, 1.0247844827586208, 39.36, 76.02, 1.80
SRR5031224, 39.74, 68.75, 9.140715e-03, 9.140715e-03, 38.93, 83.42, 1.36
SRR5031225, 45.22, 78.28, 9.510397e-03, 9.510397e-03, 37.20, 93.58, 2.09
SRR5031226, 76.28, 68.66, 2.219397e-02, 2.219397e-02, 33.02, 135.42, 0.36
SRR5031228, 39.89, 67.33, 9.615743e-03, 9.615743e-03, 39.17, 78.40, 1.61
SRR5033647, 45.47, 81.59, 1.212935e-02, 1.212935e-02, 41.67, 66.67, 1.84
SRR5033659, 68.17, 53.77, 2.361109e-02, 2.361109e-02, 41.66, 69.67, 0.57
SRR5033668, 69.73, 72.98, 2.072276e-02, 1.0342750899316924, 43.60, 60.80, 2.30
SRR5033669, 38.50, 85.26, 3.261291e-03, 1.1421069904824417, 41.10, 71.65, 6.67
SRR5033687, 35.66, 81.06, 9.484463e-03, 9.484463e-03, 37.36, 87.86, 1.34
SRR5033688, 42.14, 75.86, 1.307154e-02, 1.307154e-02, 41.39, 77.27, 2.26
SRR5033705, 78.38, 67.64, 2.559950e-02, 2.559950e-02, 45.06, 59.91, 0.81
SRR5033706, 47.15, 68.30, 9.890651e-03, 9.890651e-03, 40.25, 77.44, 4.19
SRR5033707, 42.44, 63.82, 1.063213e-02, 1.190185608949911, 33.50, 140.50, 3.02
SRR5033709, 40.25, 75.61, 9.469534e-03, 9.469534e-03, 43.46, 60.62, 1.88
SRR5033720, 80.34, 72.08, 2.229639e-02, 2.229639e-02, 31.92, 128.25, 0.62
SRR5033721, 76.11, 65.26, 2.388504e-02, 1.0278250993753548, 39.36, 81.82, 1.21
SRR5033722, 45.82, 76.53, 9.222925e-03, 9.222925e-03, 39.23, 80.63, 3.77
SRR5033723, 71.34, 57.79, 2.131276e-02, 1.1647321428571429, 40.79, 92.31, 0.72
SRR5033724, 33.96, 71.13, 1.041556e-02, 1.1084986137769248, 29.14, 124.34, 1.32
SRR5033725, 39.05, 69.78, 9.037168e-03, 9.037168e-03, 39.61, 78.90, 1.34
SRR5033726, 72.23, 60.79, 2.473529e-02, 2.473529e-02, 41.53, 77.91, 0.61
SRR5033727, 72.13, 69.70, 2.358931e-02, 2.358931e-02, 42.30, 64.38, 0.69
SRR5033728, 44.74, 76.82, 9.304632e-03, 9.304632e-03, 43.27, 62.44, 6.17
SRR5033729, 42.08, 82.67, 1.170600e-02, 1.170600e-02, 42.32, 64.25, 0.92
SRR5033732, 67.35, 68.11, 2.085440e-02, 1.006492958934143, 41.31, 72.31, 0.87
SRR5034930, 61.15, 73.51, 1.822841e-02, 1.822841e-02, 42.00, 61.38, 0.60
SRR5034931, 54.40, 69.26, 2.003231e-02, 2.003231e-02, 44.33, 64.16, 1.07
SRR5034932, 54.08, 66.14, 1.939319e-02, 1.008859357696567, 42.95, 72.39, 1.06
SRR5034933, 57.05, 66.02, 1.581058e-02, 1.0512266625520752, 34.61, 125.83, 0.97
SRR5034934, 64.60, 65.99, 1.668071e-02, 1.668071e-02, 48.21, 48.14, 0.70
SRR5034935, 53.91, 64.50, 1.947566e-02, 1.0049817336433078, 38.50, 94.48, 0.99
SRR5034936, 56.22, 69.23, 1.969097e-02, 1.969097e-02, 41.58, 72.08, 1.06
SRR5034937, 58.01, 66.98, 1.968560e-02, 1.968560e-02, 30.83, 135.26, 0.98
SRR5034938, 61.17, 73.47, 2.006326e-02, 2.006326e-02, 31.08, 92.68, 0.76
SRR5034939, 56.17, 67.46, 1.970377e-02, 1.011805446245868, 36.62, 102.45, 1.00
SRR5034950, 55.54, 65.48, 1.965911e-02, 1.965911e-02, 40.05, 84.67, 0.97
SRR5034951, 54.75, 65.91, 1.964350e-02, 1.0142032152333385, 40.30, 84.97, 1.06
SRR5034952, 56.87, 68.43, 1.971356e-02, 1.971356e-02, 37.27, 97.24, 1.01
SRR5034954, 56.14, 56.31, 1.713668e-02, 1.0341948764867337, 26.00, 177.91, 0.86
SRR5034976, 45.66, 74.68, 1.244828e-02, 1.244828e-02, 42.78, 68.40, 0.92
SRR5034977, 43.05, 68.25, 1.516120e-02, 1.062555853440572, 34.03, 121.15, 2.07
SRR5034999, 33.30, 76.73, 1.018321e-02, 1.0787023130069089, 37.09, 108.50, 1.24
SRR5035001, 36.26, 65.26, 1.212379e-02, 1.1806206088992974, 17.54, 228.43, 4.45
SRR5035002, 40.81, 73.56, 1.549393e-02, 1.549393e-02, 33.53, 126.14, 0.56
SRR5035003, 38.86, 78.35, 1.313349e-02, 1.0864219216581767, 35.56, 109.15, 1.22
SRR5035004, 31.92, 83.60, 8.826026e-03, 8.826026e-03, 33.53, 121.39, 1.13
SRR5035006, 38.85, 86.99, 9.108516e-03, 9.108516e-03, 33.50, 103.86, 1.43
SRR5035021, 40.54, 77.09, 9.666114e-03, 9.666114e-03, 42.42, 67.94, 3.69
SRR5035023, 26.63, 31.59, 4.595475e-02, 4.595475e-02, 45.50, 60.91, 1.04
SRR5035024, 38.11, 86.46, 8.904208e-03, 8.904208e-03, 31.35, 140.61, 1.50
SRR5035025, 36.36, 85.00, 8.958128e-03, 8.958128e-03, 35.26, 114.88, 1.10
SRR5038906, 57.51, 66.21, 1.579966e-02, 1.579966e-02, 29.55, 162.99, 1.07
SRR5112860, 44.44, 89.20, 1.115148e-02, 1.115148e-02, 37.83, 89.91, 0.82
SRR5112862, 43.72, 88.61, 1.099739e-02, 1.099739e-02, 34.04, 118.44, 0.86
SRR5112863, 43.97, 88.42, 1.131687e-02, 1.131687e-02, 36.30, 105.88, 0.76
SRR5112865, 43.44, 88.17, 1.094032e-02, 1.094032e-02, 31.77, 150.92, 0.84
SRR5470154, 41.85, 83.15, 9.325012e-03, 9.325012e-03, 32.93, 131.69, 1.40
SRR5470155, 61.89, 69.05, 1.989456e-02, 1.989456e-02, 32.35, 131.46, 2.09
SRR5470157, 43.72, 76.27, 9.522765e-03, 9.522765e-03, 34.02, 131.10, 3.41
SRR5470158, 67.39, 66.41, 1.995038e-02, 1.0737391304347825, 32.92, 138.62, 1.38
SRR5470159, 46.26, 84.36, 1.166293e-02, 1.166293e-02, 37.05, 95.74, 1.15
SRR5470260, 43.16, 87.77, 1.110937e-02, 1.110937e-02, 25.18, 241.79, 0.83
SRR5470261, 38.38, 60.78, 1.057696e-02, 1.057696e-02, 1.76, 98.29, 7.53
SRR5470263, 69.58, 72.47, 2.011648e-02, 2.011648e-02, 37.00, 100.00, 0.85
SRR5470265, 35.37, 81.85, 1.232173e-02, 1.232173e-02, 38.60, 116.42, 2.88
SRR5470266, 57.80, 66.36, 1.917823e-02, 1.917823e-02, 33.26, 138.89, 1.69
SRR5470345, 42.25, 88.26, 1.100836e-02, 1.100836e-02, 27.65, 206.72, 0.78
SRR5470347, 64.86, 75.57, 1.941654e-02, 1.941654e-02, 32.34, 156.59, 0.72
SRR5905734, 65.83, 70.90, 1.806975e-02, 1.806975e-02, 35.73, 89.68, 0.62
SRR5998771, 42.81, 71.71, 1.639121e-02, 1.639121e-02, 29.90, 154.79, 1.97
SRR5998790, 40.86, 71.99, 1.597822e-02, 1.597822e-02, 29.79, 163.64, 1.40
SRR5998791, 46.25, 61.87, 1.702093e-02, 1.702093e-02, 32.12, 137.30, 3.42
SRR5998792, 42.74, 67.98, 1.537340e-02, 1.537340e-02, 27.63, 180.49, 2.13
SRR5998793, 44.40, 72.01, 1.682157e-02, 1.682157e-02, 37.47, 99.39, 1.91
SRR5998794, 44.40, 71.70, 1.619866e-02, 1.619866e-02, 38.01, 100.65, 2.16
SRR5998795, 42.35, 73.86, 1.543697e-02, 1.543697e-02, 31.81, 160.00, 2.06
SRR5998796, 43.16, 71.58, 1.678609e-02, 1.678609e-02, 37.90, 100.60, 1.98
SRR5998797, 46.69, 66.48, 1.672305e-02, 1.672305e-02, 42.06, 81.82, 2.07
SRR5998799, 42.96, 74.88, 1.613940e-02, 1.613940e-02, 32.33, 149.65, 1.40
SRR5998832, 43.08, 73.84, 1.699231e-02, 1.699231e-02, 38.18, 99.40, 1.69
SRR6001146, 46.37, 68.87, 1.578183e-02, 1.578183e-02, 25.25, 244.44, 2.26
SRR6001147, 47.08, 73.43, 1.657977e-02, 1.657977e-02, 32.59, 102.74, 1.18
SRR6001149, 43.13, 74.38, 1.537347e-02, 1.537347e-02, 20.47, 319.51, 0.91
SRR6001160, 43.88, 74.13, 1.555097e-02, 1.555097e-02, 29.80, 172.08, 1.01
SRR6001161, 44.94, 73.57, 1.622121e-02, 1.622121e-02, 27.28, 159.88, 1.33
SRR6001162, 43.36, 69.71, 1.593795e-02, 1.593795e-02, 25.34, 250.67, 1.20
SRR6001163, 47.32, 70.89, 1.695986e-02, 1.695986e-02, 31.00, 124.26, 1.80
SRR6001164, 52.72, 57.65, 1.801283e-02, 1.801283e-02, 30.02, 136.90, 2.98
SRR6001165, 46.94, 74.65, 1.648625e-02, 1.648625e-02, 26.38, 177.40, 0.99
SRR6001166, 47.18, 74.93, 1.678237e-02, 1.678237e-02, 37.41, 79.77, 1.18
SRR6001167, 47.33, 74.31, 1.652422e-02, 1.652422e-02, 26.51, 174.52, 1.19
SRR6001169, 44.99, 69.19, 1.574390e-02, 1.574390e-02, 31.51, 144.44, 2.44
SRR6001193, 45.77, 71.94, 2.093901e-02, 2.093901e-02, 50.73, 49.12, 1.23
SRR6008941, 64.62, 61.56, 2.254792e-02, 2.254792e-02, 36.77, 95.21, 0.35
SRR6008942, 68.60, 66.78, 2.162758e-02, 2.162758e-02, 37.28, 119.44, 0.36
SRR6008943, 67.67, 64.56, 2.157255e-02, 2.157255e-02, 36.11, 115.76, 0.51
SRR6008944, 60.84, 55.93, 3.816458e-02, 3.816458e-02, 41.42, 84.75, 0.66
SRR6051727, 58.71, 70.56, 1.666078e-02, 1.666078e-02, 38.84, 84.16, 1.02
SRR6051740, 64.25, 72.47, 1.814506e-02, 1.814506e-02, 42.42, 68.47, 41.85
SRR6051747, 58.70, 69.89, 1.628353e-02, 1.628353e-02, 42.73, 60.27, 1.01
SRR6051751, 57.04, 68.71, 1.609552e-02, 1.609552e-02, 40.71, 74.05, 1.13
SRR6051752, 58.42, 75.95, 1.610944e-02, 1.610944e-02, 39.67, 76.55, 0.85
SRR6051754, 57.80, 73.21, 1.575007e-02, 1.575007e-02, 34.73, 123.81, 1.01
SRR6051755, 55.99, 72.83, 1.546554e-02, 1.546554e-02, 33.79, 125.16, 1.18
SRR6051756, 56.76, 71.67, 1.511104e-02, 1.511104e-02, 31.15, 168.89, 1.09
SRR6051776, 60.54, 72.47, 1.627875e-02, 1.627875e-02, 37.13, 90.99, 1.03
SRR6051777, 59.56, 64.60, 1.654242e-02, 1.654242e-02, 37.04, 75.63, 1.33
SRR6051778, 55.01, 69.57, 1.891881e-02, 1.891881e-02, 35.70, 104.96, 1.06
SRR6051779, 58.00, 69.99, 1.588069e-02, 1.588069e-02, 29.37, 142.14, 0.96
SRR6051820, 58.05, 76.64, 1.596877e-02, 1.596877e-02, 36.75, 99.49, 0.91
SRR6051829, 57.58, 70.44, 1.618272e-02, 1.618272e-02, 40.69, 83.05, 1.14
SRR6051840, 58.14, 70.46, 1.612387e-02, 1.612387e-02, 39.02, 83.51, 1.07
SRR6051841, 56.20, 64.94, 1.770336e-02, 1.770336e-02, 43.54, 67.01, 1.22
SRR6051842, 57.47, 68.54, 1.633313e-02, 1.633313e-02, 38.30, 81.42, 1.08
SRR6051843, 57.63, 71.18, 1.562377e-02, 1.562377e-02, 37.46, 91.37, 1.47
SRR6051844, 57.59, 68.12, 1.614647e-02, 1.614647e-02, 40.90, 73.02, 1.01
