#Organism Group,Strain,Serovar,Isolate,Create Date,Location,Isolation Source,Isolation type,Host,SNP cluster,Min-same,Min-diff,BioSample,Assembly,AMR genotypes,K-mer group
"E.coli and Shigella","MOD1-EC1933",,"PDT000248531.1","2017-10-05T21:03:22Z","USA: VA","feces","environmental/other","Bos taurus",,,,"SAMN05605303","GCA_002457945.1","blaEC,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1936",,"PDT000248532.1","2017-10-05T21:03:22Z","USA: WI","feces","environmental/other","Bos taurus",,,,"SAMN05605300","GCA_002457935.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1932",,"PDT000248533.1","2017-10-05T21:03:23Z","Canada","feces","clinical","Homo sapiens","PDS000035376.1",54,,"SAMN05605304","GCA_002457955.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1931",,"PDT000248534.1","2017-10-05T21:03:29Z","United Kingdom","feces","environmental/other","Bos taurus","PDS000035375.1",49,,"SAMN05605305","GCA_002457965.1","aadA1,blaEC,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1930",,"PDT000248535.1","2017-10-05T21:04:02Z","Canada","feces","clinical","Homo sapiens","PDS000011567.2",7,,"SAMN05605306","GCA_002458025.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1922",,"PDT000248536.1","2017-10-05T21:04:11Z","USA: WA","food (pork)","environmental/other",,"PDS000026166.1",1,,"SAMN05605254","GCA_002458045.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1929",,"PDT000248537.1","2017-10-05T21:04:15Z","USA: SD","feces","environmental/other","Bos taurus",,,,"SAMN05605307","GCA_002458015.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1925",,"PDT000248538.1","2017-10-05T21:04:25Z","USA: PA","feces","environmental/other","Odocoileus virginianus",,,,"SAMN05605252","GCA_002458035.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1921",,"PDT000248539.1","2017-10-05T21:04:44Z","USA: WA","food","environmental/other",,"PDS000026165.1",15,,"SAMN05605255","GCA_002458095.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1920",,"PDT000248540.1","2017-10-05T21:04:52Z","USA: WA","food","environmental/other",,,,,"SAMN05605256","GCA_002458105.1","aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1919",,"PDT000248541.1","2017-10-05T21:05:15Z","USA: SD","feces","environmental/other","Bos taurus",,,,"SAMN05605257","GCA_002458115.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1844",,"PDT000248542.1","2017-10-05T21:05:32Z","USA","feces","clinical","Homo sapiens",,,,"SAMN06240036","GCA_002458175.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1917",,"PDT000248543.1","2017-10-05T21:05:34Z","USA: OH",,"clinical","Homo sapiens","PDS000005376.6",2,6,"SAMN04256130","GCA_002458155.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1916",,"PDT000248544.1","2017-10-05T21:05:37Z","USA: OH","feces","clinical","Homo sapiens","PDS000005376.6",2,6,"SAMN05597623","GCA_002458165.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1841",,"PDT000248545.1","2017-10-05T21:06:02Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05605258","GCA_002458215.1","aph(3'')-Ib,aph(6)-I,blaEC,blaTEM-1,dfrA8,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1840",,"PDT000248546.1","2017-10-05T21:06:03Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05605259","GCA_002458225.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1831",,"PDT000248547.1","2017-10-05T21:06:14Z",,,"clinical","Homo sapiens","PDS000033750.1",,20,"SAMN05605383","GCA_002458255.1","aadA1,aph(3'),blaEC,blaTEM-116,dfrA1,sat2","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1838",,"PDT000248548.1","2017-10-05T21:06:24Z","Guinea-Bissau","feces","clinical","Homo sapiens","PDS000010863.2",,13,"SAMN05605261","GCA_002458245.1","aadA24,blaEC,blaTEM-1,dfrA15,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1830",,"PDT000248549.1","2017-10-05T21:06:38Z",,,"clinical","Homo sapiens","PDS000014781.3",,1,"SAMN05605384","GCA_002458305.1","blaEC,blaTEM-116","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1829",,"PDT000248550.1","2017-10-05T21:06:52Z",,,"clinical","Homo sapiens","PDS000004310.5",13,,"SAMN05605385","GCA_002458295.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1828",,"PDT000248551.1","2017-10-05T21:07:03Z",,,"clinical","Homo sapiens",,,,"SAMN05605386","GCA_002458325.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1827",,"PDT000248552.1","2017-10-05T21:07:09Z",,,"clinical","Homo sapiens","PDS000035075.1",2,0,"SAMN05605323","GCA_002458345.1","blaEC,blaTEM-116","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1763",,"PDT000248553.1","2017-10-05T21:07:41Z","Germany","feces","environmental/other","Bos taurus",,,,"SAMN05605263","GCA_002458365.1","aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1758",,"PDT000248554.1","2017-10-05T21:07:47Z","USA: MI","feces","clinical","Homo sapiens",,,,"SAMN05605264","GCA_002458385.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1756",,"PDT000248555.1","2017-10-05T21:08:01Z","USA: WA","feces","clinical","Homo sapiens",,,,"SAMN05605266","GCA_002458395.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1755",,"PDT000248556.1","2017-10-05T21:08:05Z","USA: WA","feces","clinical","Homo sapiens","PDS000033872.3",19,37,"SAMN05605267","GCA_002458405.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC2422",,"PDT000248557.1","2017-10-05T21:08:25Z","USA: MI","feces","environmental/other","Bos taurus","PDS000016342.2",0,,"SAMN05605390","GCA_002458465.1","aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,dfrA1,floR,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC2419",,"PDT000248558.1","2017-10-05T21:08:40Z","USA: MI","feces","environmental/other","Bos taurus","PDS000016342.2",0,,"SAMN05605393","GCA_002458485.1","aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,dfrA1,floR,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC2418",,"PDT000248559.1","2017-10-05T21:08:42Z","USA: MI","feces","environmental/other","Bos taurus","PDS000016342.2",0,,"SAMN05605359","GCA_002458495.1","aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,dfrA1,floR,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1754",,"PDT000248560.1","2017-10-05T21:08:43Z","Germany","feces","clinical","Homo sapiens",,,,"SAMN05605268","GCA_002458455.1","aadA1,aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,catA1,dfrA1,mph(B),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC2412",,"PDT000248561.1","2017-10-05T21:09:04Z","USA: MI","feces","environmental/other","Bos taurus","PDS000016342.2",2,,"SAMN05605365","GCA_002458535.1","aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,dfrA1,floR,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC2411",,"PDT000248562.1","2017-10-05T21:09:22Z","USA: MI","feces","environmental/other","Bos taurus","PDS000016342.2",9,,"SAMN05605366","GCA_002458555.1","aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,dfrA1,floR,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC2410",,"PDT000248563.1","2017-10-05T21:09:23Z","USA: MI","feces","environmental/other","Bos taurus","PDS000016342.2",4,,"SAMN05605367","GCA_002458575.1","aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,dfrA1,floR,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC2403",,"PDT000248564.1","2017-10-05T21:09:27Z","USA: MI","feces","environmental/other","Bos taurus","PDS000016525.1",19,,"SAMN05605374","GCA_002458565.1","aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC2401",,"PDT000248565.1","2017-10-05T21:09:54Z","USA: MI","feces","environmental/other","Bos taurus",,,,"SAMN05605376","GCA_002458615.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC2396",,"PDT000248566.1","2017-10-05T21:10:09Z","USA: MI","feces","environmental/other","Bos taurus",,,,"SAMN05605381","GCA_002458625.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC2313",,"PDT000248567.1","2017-10-05T21:10:12Z","USA: LA","feces","clinical","Homo sapiens","PDS000016352.3",5,,"SAMN05597613","GCA_002458635.1",,"PDG000000004.1006"
"E.coli and Shigella","MOD1-EC2312",,"PDT000248568.1","2017-10-05T21:10:14Z","USA: LA","feces","clinical","Homo sapiens","PDS000016352.3",5,,"SAMN05597614","GCA_002458655.1",,"PDG000000004.1006"
"E.coli and Shigella","MOD1-EC2311",,"PDT000248569.1","2017-10-05T21:10:40Z","USA: TN","feces","clinical","Homo sapiens","PDS000016352.3",4,,"SAMN05597615","GCA_002458695.1",,"PDG000000004.1006"
"E.coli and Shigella","MOD1-EC2309",,"PDT000248570.1","2017-10-05T21:10:55Z","USA: IN","feces","clinical","Homo sapiens","PDS000016351.3",11,,"SAMN05597617","GCA_002458705.1",,"PDG000000004.1006"
"E.coli and Shigella","MOD1-EC2308",,"PDT000248571.1","2017-10-05T21:11:02Z","USA: IN","feces","clinical","Homo sapiens","PDS000016351.3",46,,"SAMN05597618","GCA_002458715.1",,"PDG000000004.1006"
"E.coli and Shigella","MOD1-EC2004",,"PDT000248572.1","2017-10-05T21:11:07Z","USA: CT","feces","clinical","Homo sapiens","PDS000020073.1",47,,"SAMN05605335","GCA_002458725.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC2002",,"PDT000248573.1","2017-10-05T21:11:36Z","USA: CT",,"clinical","Homo sapiens",,,,"SAMN04256127","GCA_002458775.1",,"PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1998",,"PDT000248574.1","2017-10-05T21:11:40Z","USA: CT","feces","clinical","Homo sapiens","PDS000003467.15",50,29,"SAMN05605341","GCA_002458785.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1995",,"PDT000248575.1","2017-10-05T21:11:58Z","USA: CT","feces","clinical","Homo sapiens",,,,"SAMN05605344","GCA_002458815.1","aadA2,aph(3')-Ia,blaEC,dfrA12,mph(A),qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1996",,"PDT000248576.1","2017-10-05T21:11:58Z","USA: CT","feces","clinical","Homo sapiens",,,,"SAMN05605343","GCA_002458795.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1993",,"PDT000248577.1","2017-10-05T21:12:31Z","USA: CT","feces","clinical","Homo sapiens",,,,"SAMN05605346","GCA_002458865.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1994",,"PDT000248578.1","2017-10-05T21:12:32Z","USA: CT","feces","clinical","Homo sapiens",,,,"SAMN05605345","GCA_002458855.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1989",,"PDT000248579.1","2017-10-05T21:12:42Z","USA: CT","feces","clinical","Homo sapiens","PDS000016542.2",37,,"SAMN05605350","GCA_002458875.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1987",,"PDT000248580.1","2017-10-05T21:12:46Z","USA: CT","feces","clinical","Homo sapiens","PDS000016542.2",44,,"SAMN05605352","GCA_002458885.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1985",,"PDT000248581.1","2017-10-05T21:13:08Z","USA: CT","feces","clinical","Homo sapiens",,,,"SAMN05605354","GCA_002458945.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1984",,"PDT000248582.1","2017-10-05T21:13:21Z","USA: CT","feces","clinical","Homo sapiens",,,,"SAMN05605355","GCA_002458935.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1967",,"PDT000248583.1","2017-10-05T21:13:37Z","USA: ID","feces","clinical","Homo sapiens",,,,"SAMN05605312","GCA_002458975.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1971",,"PDT000248584.1","2017-10-05T21:13:40Z","USA: MI","feces","clinical","Homo sapiens","PDS000000606.54",2,2,"SAMN05605309","GCA_002458955.1","aph(3'')-Ib,aph(6)-Id,floR,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1966",,"PDT000248585.1","2017-10-05T21:13:45Z","Australia","feces","environmental/other","Bos taurus",,,,"SAMN05605275","GCA_002459005.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1954",,"PDT000248586.1","2017-10-05T21:14:11Z","Germany","feces","environmental/other","Bos taurus","PDS000008067.5",26,,"SAMN05605286","GCA_002459035.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,catA1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1947",,"PDT000248587.1","2017-10-05T21:14:15Z","Germany","feces","environmental/other","Ovis aries",,,,"SAMN05605291","GCA_002459065.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1953",,"PDT000248588.1","2017-10-05T21:14:19Z","Germany","cow","environmental/other","Bos taurus",,,,"SAMN04448493","GCA_002459045.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1946",,"PDT000248589.1","2017-10-05T21:14:36Z","Germany","feces","environmental/other","Ovis aries","PDS000035374.1",79,,"SAMN05605292","GCA_002459075.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1944",,"PDT000248590.1","2017-10-05T21:14:55Z","Canada","feces","environmental/other","Bos taurus","PDS000007918.6",6,4,"SAMN05605294","GCA_002459125.1","aph(3'')-Ib,aph(6)-Id,blaEC,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1945",,"PDT000248591.1","2017-10-05T21:14:56Z","Germany","feces","environmental/other","Ovis aries","PDS000035374.1",79,,"SAMN05605293","GCA_002459115.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1938",,"PDT000248592.1","2017-10-05T21:15:24Z",,"feces","environmental/other","Sus scrofa","PDS000008051.2",27,,"SAMN05605299","GCA_002459135.1","aph(3'')-Ib,aph(3')-IIa,aph(6)-Id,blaEC,blaOXA-2,ble,qacEdelta1,sul1,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1935",,"PDT000248593.1","2017-10-05T21:15:25Z","USA: WI","feces","environmental/other","Bos taurus",,,,"SAMN05605301","GCA_002459165.1","aph(3'')-Ib,aph(6)-Id,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1928",,"PDT000248594.1","2017-10-05T21:15:46Z","USA: MN","feces","environmental/other","Bos taurus",,,,"SAMN05605308","GCA_002459195.1","aadA7,aph(3')-Ia,blaEC,qacEdelta1,sul1,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1934",,"PDT000248595.1","2017-10-05T21:16:03Z","Canada","feces","environmental/other","Sus scrofa",,,,"SAMN05605302","GCA_002459205.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1924",,"PDT000248596.1","2017-10-05T21:16:12Z","USA: OK","feces","clinical","Homo sapiens","PDS000005993.3",9,9,"SAMN05296553","GCA_002459225.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1923",,"PDT000248597.1","2017-10-05T21:16:25Z","USA: SD","feces","environmental/other","Bos taurus",,,,"SAMN05605253","GCA_002459235.1","aadA1,aadA7,aph(3')-Ia,blaEC,dfrA1,qacEdelta1,sul1,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1839",,"PDT000248598.1","2017-10-05T21:16:29Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05605260","GCA_002459265.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1837",,"PDT000248599.1","2017-10-05T21:16:48Z","Guinea-Bissau","feces","clinical","Homo sapiens","PDS000010867.3",11,,"SAMN05605262","GCA_002459295.1","blaEC,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1826",,"PDT000248600.1","2017-10-05T21:17:03Z",,,"clinical","Homo sapiens","PDS000035148.9",6,6,"SAMN05605324","GCA_002459305.1","blaEC,blaTEM-116","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1753",,"PDT000248601.1","2017-10-05T21:17:28Z","USA: DC","feces","clinical","Homo sapiens",,,,"SAMN05605269","GCA_002459325.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA8,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1757",,"PDT000248602.1","2017-10-05T21:17:48Z",,"feces","environmental/other","Oryctolagus cuniculus",,,,"SAMN05605265","GCA_002459345.1","blaEC,sul2","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1750",,"PDT000248603.1","2017-10-05T21:17:49Z","USA: NE","feces","clinical","Homo sapiens",,,,"SAMN05605272","GCA_002459355.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1748",,"PDT000248604.1","2017-10-05T21:18:01Z","Germany","feces","environmental/other","Bos taurus",,,,"SAMN05605274","GCA_002459375.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,catA1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1746",,"PDT000248605.1","2017-10-05T21:18:18Z","United Kingdom","feces","environmental/other","Bos taurus","PDS000035375.1",51,,"SAMN05607335","GCA_002459415.1","aadA1,blaEC,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1726",,"PDT000248606.1","2017-10-05T21:18:27Z","USA: CT","feces","clinical","Homo sapiens",,,,"SAMN05607340","GCA_002459435.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1713",,"PDT000248607.1","2017-10-05T21:18:48Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05607342","GCA_002459455.1","blaEC,blaTEM-1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1711",,"PDT000248608.1","2017-10-05T21:18:57Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05607343","GCA_002459475.1","aadA2,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,catA1,dfrA12,mph(A),qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1744",,"PDT000248609.1","2017-10-05T21:19:00Z","USA: SC","feces","environmental/other","Oryctolagus cuniculus","PDS000008055.2",35,,"SAMN05607336","GCA_002459445.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1710",,"PDT000248610.1","2017-10-05T21:19:24Z","Guinea-Bissau","feces","clinical","Homo sapiens",,,,"SAMN05607345","GCA_002459515.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1708",,"PDT000248611.1","2017-10-05T21:19:36Z","Canada","feces","environmental/other","Bos taurus",,,,"SAMN05607344","GCA_002459525.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1706",,"PDT000248612.1","2017-10-05T21:19:41Z","Peru","feces","clinical","Homo sapiens",,,,"SAMN05607348","GCA_002459555.1","aadA1,blaEC,blaTEM-1,catA1,dfrA1,qacEdelta1,sul1,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1707",,"PDT000248613.1","2017-10-05T21:19:47Z","USA: UT","feces","clinical","Homo sapiens",,,,"SAMN05607346","GCA_002459545.1",,"PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1705",,"PDT000248614.1","2017-10-05T21:20:18Z","Japan",,"clinical","Homo sapiens",,,,"SAMN04256129","GCA_002459595.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1702",,"PDT000248615.1","2017-10-05T21:20:19Z","Brazil","feces","clinical","Homo sapiens",,,,"SAMN05607347","GCA_002459605.1","aadA1,aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,catA1,dfrA8,qacEdelta1,sul1,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1697",,"PDT000248616.1","2017-10-05T21:20:30Z","USA: VA","feces","clinical","Homo sapiens",,,,"SAMN05607353","GCA_002459635.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1700",,"PDT000248617.1","2017-10-05T21:20:35Z","USA: FL","feces","clinical","Homo sapiens",,,,"SAMN05607350","GCA_002459615.1","aph(3'')-Ib,aph(6)-Id,blaEC-5,blaTEM-1,sul2","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1689",,"PDT000248618.1","2017-10-05T21:21:02Z","USA","feces","clinical","Homo sapiens","PDS000008065.3",4,,"SAMN05607357","GCA_002459695.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1691",,"PDT000248619.1","2017-10-05T21:21:03Z","Argentina","feces","clinical","Homo sapiens","PDS000016356.1",26,,"SAMN05607355","GCA_002459675.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1687",,"PDT000248620.1","2017-10-05T21:21:05Z","USA: CA","feces","clinical","Homo sapiens","PDS000016368.1",17,,"SAMN05607359","GCA_002459715.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1692",,"PDT000248621.1","2017-10-05T21:21:06Z","Argentina","feces","clinical","Homo sapiens","PDS000016356.1",26,,"SAMN05607354","GCA_002459685.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1681",,"PDT000248622.1","2017-10-05T21:21:40Z","Canada","feces","environmental/other","Bos taurus",,,,"SAMN05607366","GCA_002459785.1","aadA1,blaEC,qacEdelta1,sul1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1683",,"PDT000248623.1","2017-10-05T21:21:46Z","USA: ID",,"clinical",,,,,"SAMN05607362","GCA_002459775.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1686",,"PDT000248624.1","2017-10-05T21:21:51Z","USA: ID",,"clinical",,"PDS000018090.3",,12,"SAMN05607360","GCA_002459755.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1684",,"PDT000248625.1","2017-10-05T21:22:02Z","Australia","feces","clinical","Homo sapiens",,,,"SAMN05607363","GCA_002459765.1","aph(3'')-Ib,aph(6)-Id,blaEC,floR,sul2","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1680",,"PDT000248626.1","2017-10-05T21:22:28Z","Canada","feces","environmental/other","Bos taurus",,,,"SAMN05607365","GCA_002459835.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-Id,blaEC,blaTEM-1,catA1,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1678",,"PDT000248627.1","2017-10-05T21:22:32Z","Germany",,"clinical",,"PDS000008063.4",20,14,"SAMN05607368","GCA_002459845.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1673",,"PDT000248628.1","2017-10-05T21:22:33Z","USA: MI","feces","clinical","Homo sapiens",,,,"SAMN05607371","GCA_002459855.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1669",,"PDT000248629.1","2017-10-05T21:22:53Z","USA: WA","feces","clinical","Homo sapiens",,,,"SAMN05607374","GCA_002459875.1","aph(3'')-Ib,aph(6)-Id,blaEC,blaTEM-1,dfrA8,sul2,tet(B)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1665",,"PDT000248630.1","2017-10-05T21:23:09Z","Germany","feces","clinical","Homo sapiens",,,,"SAMN05607378","GCA_002459925.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1668",,"PDT000248631.1","2017-10-05T21:23:15Z","USA: WA","feces","clinical","Homo sapiens","PDS000011579.3",54,,"SAMN05607375","GCA_002459915.1","aph(3'')-Ib,aph(3')-Ia,aph(6)-I,blaEC,blaTEM-1,sul2,tet(A)","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1664",,"PDT000248632.1","2017-10-05T21:23:34Z","Germany","feces","clinical","Homo sapiens","PDS000001207.10",10,10,"SAMN05607379","GCA_002459935.1","aph(3'')-Ib,aph(6)-Id,blaEC,sul2","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1663",,"PDT000248633.1","2017-10-05T21:23:38Z","Belgium","feces","clinical","Homo sapiens","PDS000000734.10",2,1,"SAMN05607380","GCA_002459965.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1659",,"PDT000248634.1","2017-10-05T21:23:53Z","USA: OH","feces","clinical","Homo sapiens",,,,"SAMN05607382","GCA_002460005.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1661",,"PDT000248635.1","2017-10-05T21:24:00Z","USA: MT","feces","clinical","Homo sapiens",,,,"SAMN05607381","GCA_002459985.1",,"PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1657",,"PDT000248636.1","2017-10-05T21:24:14Z","USA: FL","feces","clinical","Homo sapiens",,,,"SAMN05607383","GCA_002460045.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1658",,"PDT000248637.1","2017-10-05T21:24:19Z","USA: OH","feces","clinical","Homo sapiens",,,,"SAMN05607384","GCA_002460035.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1650",,"PDT000248638.1","2017-10-05T21:24:39Z",,"feces","clinical","Homo sapiens","PDS000000498.5",13,13,"SAMN05607390","GCA_002460085.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1648",,"PDT000248639.1","2017-10-05T21:24:52Z","Germany","feces","environmental/other","Ovis aries","PDS000017139.1",22,,"SAMN05607389","GCA_002460095.1","blaEC","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1651",,"PDT000248640.1","2017-10-05T21:24:57Z","Germany","feces","clinical","Homo sapiens","PDS000035373.1",,75,"SAMN05607388","GCA_002460075.1","aadA1,blaEC,mph(B),qacEdelta1,sul1","PDG000000004.1006"
"E.coli and Shigella","MOD1-EC1647",,"PDT000248641.1","2017-10-05T21:24:58Z","Germany","feces","environmental/other","Ovis aries","PDS000017139.1",22,,"SAMN05607391","GCA_002460125.1","blaEC","PDG000000004.1006"
