uberstrain	name	data.source.accession.no..sequencing.platform.sequencing.library.insert.size.experiment.status.	source.niche	source.type	source.details	collection.year	collection.month	collection.day	collection.time	continent	country	region	district	city	post.code	latitude	longitude	lab.contact	species	serological.group	serotype	ecor.cluster	pathogen.non.pathogen	simple.patho	simple.disease	comment	bio.project.id	project.id	disease	sample.id	secondary.sample.id	date.entered	release.date	barcode	status	coverage	n50	length	species.1	contig.number...200.bp.	low.quality.bases	assembly.barcode	version
esc_ga9275aa	az-tg94313	srr5909605;illumina;paired;500;srx3071056	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07444274	srs2415388	2017-08-08	2017-08-08	esc_ga9275aa	assembled	74	240327	4953565	escherichia coli / shigella;97.73%	76	4672	esc_pa0781aa_as	3.61
esc_ga9276aa	az-tg94265	srr5909604;illumina;paired;500;srx3071055	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07444286	srs2415390	2017-08-08	2017-08-08	esc_ga9276aa	assembled	61	161818	5082794	escherichia coli / shigella;98.69%	104	12826	esc_pa0780aa_as	3.61
esc_ga9277aa	az-tg94261	srr5909603;illumina;paired;500;srx3071054	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07444287	srs2415391	2017-08-08	2017-08-08	esc_ga9277aa	assembled	64	338392	5087726	escherichia coli / shigella;96.29%	79	4424	esc_pa0779aa_as	3.61
esc_ga9278aa	az-tg94289	srr5909602;illumina;paired;500;srx3071053	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07444280	srs2415392	2017-08-08	2017-08-08	esc_ga9278aa	assembled	91	138229	4951604	escherichia coli / shigella;95.0%	88	7524	esc_pa0778aa_as	3.61
esc_ga9279aa	az-tg94305	srr5909601;illumina;paired;500;srx3071052	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07444276	srs2415393	2017-08-08	2017-08-08	esc_ga9279aa	assembled	84	272291	4952515	escherichia coli / shigella;100.0%	72	4958	esc_pa0777aa_as	3.61
esc_ga9281aa	h124060441	srr5905734;illumina;paired;;srx3067292	human	human	human; homo sapiens	2012	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07456076	srs2411963	2017-08-08	2017-08-08	esc_ga9281aa	assembled	93	137657	5427215	escherichia coli / shigella;98.53%	242	3204	esc_pa0775aa_as	3.61
esc_ga9283aa	261871	srr5904129;illumina;paired;;srx3065702	human	human	human; homo sapiens	2016	5	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07455255	srs2410549	2017-08-08	2017-08-08	esc_ga9283aa	assembled	97	148540	5529066	escherichia coli / shigella;100.0%	330	5297	esc_pa0773aa_as	3.61
esc_ga9284aa	122636	srr5904128;illumina;paired;;srx3065701	human	human	human; homo sapiens	2015	6	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07455177	srs2410547	2017-08-08	2017-08-08	esc_ga9284aa	assembled	51	313883	5341875	escherichia coli / shigella;100.0%	193	5987	esc_pa0772aa_as	3.61
esc_ga9285aa	136726	srr5904127;illumina;paired;;srx3065700	human	human	human; homo sapiens	2015	7	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07454524	srs2410546	2017-08-08	2017-08-08	esc_ga9285aa	assembled	39	113994	5250575	escherichia coli / shigella;97.19%	169	11418	esc_pa0771aa_as	3.61
esc_ga9286aa	307206	srr5904106;illumina;paired;;srx3065677	human	human	human; homo sapiens	2016	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07454400	srs2410531	2017-08-08	2017-08-08	esc_ga9286aa	assembled	77	240308	5319852	escherichia coli / shigella;100.0%	191	2726	esc_pa0770aa_as	3.61
esc_ga9287aa	288857	srr5904105;illumina;paired;;srx3065676	human	human	human; homo sapiens	2016	8	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07454399	srs2410533	2017-08-08	2017-08-08	esc_ga9287aa	assembled	76	131640	5434548	escherichia coli / shigella;99.07%	331	8347	esc_pa0769aa_as	3.61
esc_ga9714aa	ecol-17-vl-oh-in-pu-0002	srr5928334;illumina;paired;500;srx3088649	human	human	urine	2017	1	nd	nd	north america	united states	indiana	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna318589	srp115288	nd	samn07410530	srs2426377	2017-08-20	2017-08-17	esc_ga9714aa	assembled	61	171750	5155814	escherichia coli / shigella;99.05%	161	6299	esc_pa1358aa_as	3.61
esc_ga9716aa	ecol-17-vl-ny-ga-0007	srr5928130;illumina;paired;500;srx3088452	human	human	urine	2017	nd	nd	nd	north america	united states	georgia	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna324565	srp115280	nd	samn07229836	srs2426193	2017-08-20	2017-08-17	esc_ga9716aa	assembled	99	338220	5138521	escherichia coli / shigella;98.71%	111	3132	esc_pa1356aa_as	3.61
esc_ga9720aa	az-tg94221	srr5925116;illumina;paired;500;srx3085689	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07490443	srs2423232	2017-08-20	2017-08-16	esc_ga9720aa	assembled	173	338392	5090272	escherichia coli / shigella;97.5%	60	1613	esc_pa1352aa_as	3.61
esc_ga9770aa	pnusae009140	srr5951703;illumina;paired;;srx3110299	human	human	homo sapiens	nd	nd	nd	nd	north america	united states	nd	nd	nd	nd	nd	nd	centers for disease control and prevention enteric diseases laboratory branch	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna218110	srp046387	nd	samn07508941	srs2445382	2017-08-22	2017-08-22	esc_ga9770aa	assembled	99	101082	5500198	escherichia coli / shigella;99.73%	441	10233	esc_pa1832aa_as	3.61
esc_ga9771aa	pnusae009139	srr5951702;illumina;paired;;srx3110298	human	human	homo sapiens	nd	nd	nd	nd	north america	united states	nd	nd	nd	nd	nd	nd	centers for disease control and prevention enteric diseases laboratory branch	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna218110	srp046387	nd	samn07508940	srs2445383	2017-08-22	2017-08-22	esc_ga9771aa	assembled	159	97532	5428648	escherichia coli / shigella;99.03%	377	5916	esc_pa1831aa_as	3.61
esc_ga9772aa	pnusae009138	srr5951701;illumina;paired;;srx3110297	human	human	homo sapiens	nd	nd	nd	nd	north america	united states	nd	nd	nd	nd	nd	nd	centers for disease control and prevention enteric diseases laboratory branch	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna218110	srp046387	nd	samn07508939	srs2445381	2017-08-22	2017-08-22	esc_ga9772aa	assembled	72	146812	5618672	escherichia coli / shigella;95.92%	313	10596	esc_pa1830aa_as	3.61
esc_ha0171aa	pnusae009141	srr5961312;illumina;paired;;srx3119477	human	human	homo sapiens	nd	nd	nd	nd	north america	united states	nd	nd	nd	nd	nd	nd	centers for disease control and prevention enteric diseases laboratory branch	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna218110	srp046387	nd	samn07508942	srs2454416	2017-08-23	2017-08-23	esc_ha0171aa	assembled	184	122380	5461490	escherichia coli / shigella;99.64%	329	7903	esc_pa1989aa_as	3.61
esc_ha0259aa	cfsan067625	srr5970426;illumina;paired;500;srx3127752	human	human	stool; homo sapiens	2017	nd	nd	nd	north america	united states	oregon	nd	nd	nd	nd	-111.6	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230969	srp058582	nd	samn07509343	srs2461947	2017-08-24	2017-08-24	esc_ha0259aa	assembled	82	147329	5563432	escherichia coli / shigella;100.0%	312	14604	esc_pa2031aa_as	3.61
esc_ha0264aa	az-tg98459	srr5963950;illumina;paired;500;srx3121698	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07519482	srs2456280	2017-08-24	2017-08-23	esc_ha0264aa	assembled	65	268927	4632404	escherichia coli / shigella;100.0%	61	6522	esc_pa2026aa_as	3.61
esc_ha0266aa	az-tg94357	srr5963908;illumina;paired;500;srx3121656	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07519486	srs2456238	2017-08-24	2017-08-23	esc_ha0266aa	assembled	88	300719	4633127	escherichia coli / shigella;100.0%	58	3884	esc_pa2024aa_as	3.61
esc_ha0267aa	az-tg94325	srr5963907;illumina;paired;500;srx3121655	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07519499	srs2456237	2017-08-24	2017-08-23	esc_ha0267aa	assembled	125	363791	4953847	escherichia coli / shigella;97.15%	63	3194	esc_pa2023aa_as	3.61
esc_ha0268aa	az-tg98455	srr5963899;illumina;paired;500;srx3121647	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07519484	srs2456229	2017-08-24	2017-08-23	esc_ha0268aa	assembled	96	236500	4632341	escherichia coli / shigella;98.0%	66	5809	esc_pa2022aa_as	3.61
esc_ha0269aa	az-tg94333	srr5963898;illumina;paired;500;srx3121646	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07519490	srs2456227	2017-08-24	2017-08-23	esc_ha0269aa	assembled	99	240327	4951929	escherichia coli / shigella;95.25%	68	4923	esc_pa2021aa_as	3.61
esc_ha0271aa	az-tg94317	srr5963896;illumina;paired;500;srx3121644	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07519477	srs2456226	2017-08-24	2017-08-23	esc_ha0271aa	assembled	69	363791	4952435	escherichia coli / shigella;94.87%	67	5425	esc_pa2019aa_as	3.61
esc_ha0274aa	az-tg94345	srr5963518;illumina;paired;500;srx3121549	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07519494	srs2456131	2017-08-24	2017-08-23	esc_ha0274aa	assembled	68	272231	4951262	escherichia coli / shigella;100.0%	63	5022	esc_pa2016aa_as	3.61
esc_ha0276aa	az-tg94329	srr5963514;illumina;paired;500;srx3121545	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07519492	srs2456127	2017-08-24	2017-08-23	esc_ha0276aa	assembled	86	363791	4953374	escherichia coli / shigella;97.29%	66	4502	esc_pa2014aa_as	3.61
esc_ha0277aa	az-tg94341	srr5963513;illumina;paired;500;srx3121544	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07519475	srs2456126	2017-08-24	2017-08-23	esc_ha0277aa	assembled	69	363791	4951583	escherichia coli / shigella;97.55%	68	5600	esc_pa2013aa_as	3.61
esc_ha0280aa	az-tg94321	srr5963508;illumina;paired;500;srx3121539	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07519497	srs2456121	2017-08-24	2017-08-23	esc_ha0280aa	assembled	77	240237	4952542	escherichia coli / shigella;97.78%	73	6977	esc_pa2010aa_as	3.61
esc_ha0285aa	az-tg98471	srr5963470;illumina;paired;500;srx3121501	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07519476	srs2456083	2017-08-24	2017-08-23	esc_ha0285aa	assembled	116	300719	4632632	escherichia coli / shigella;97.78%	62	2698	esc_pa2005aa_as	3.61
esc_ha0286aa	az-tg98467	srr5962999;illumina;paired;500;srx3121030	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07519478	srs2455711	2017-08-24	2017-08-23	esc_ha0286aa	assembled	113	269040	4632159	escherichia coli / shigella;100.0%	64	3421	esc_pa2004aa_as	3.61
esc_ha0288aa	az-tg94353	srr5962880;illumina;paired;500;srx3120911	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07519488	srs2455595	2017-08-24	2017-08-23	esc_ha0288aa	assembled	96	233825	4950949	escherichia coli / shigella;97.78%	74	6771	esc_pa2002aa_as	3.61
esc_ha0289aa	az-tg94349	srr5962878;illumina;paired;500;srx3120909	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07519489	srs2455593	2017-08-24	2017-08-23	esc_ha0289aa	assembled	97	288817	4950235	escherichia coli / shigella;95.22%	67	4439	esc_pa2001aa_as	3.61
esc_ha0496aa	az-tg98499	srr6080515;illumina;paired;500;srx3219503,srr5990715;illumina;paired;500;srx3146422	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07549830	srs2478380	2017-08-31	2017-08-30	esc_ha0496aa	assembled	90	199243	4631602	escherichia coli / shigella;98.04%	65	5831	esc_pa2286aa_as	3.61
esc_ha0576aa	az-tg98583	srr6080574;illumina;paired;500;srx3219562,srr5991535;illumina;paired;500;srx3147206	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07549822	srs2479161	2017-09-01	2017-08-31	esc_ha0576aa	assembled	64	203929	4904615	escherichia coli / shigella;98.25%	66	11134	esc_pa2327aa_as	3.61
esc_ha0577aa	az-tg98575	srr6080587;illumina;paired;500;srx3219574,srr5990930;illumina;paired;500;srx3146613	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07549826	srs2478561	2017-09-01	2017-08-30	esc_ha0577aa	assembled	95	173527	4631693	escherichia coli / shigella;100.0%	73	5210	esc_pa2326aa_as	3.61
esc_ha0578aa	az-tg98515	srr6080584;illumina;paired;500;srx3219571,srr5990929;illumina;paired;500;srx3146612	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07549828	srs2478560	2017-09-01	2017-08-30	esc_ha0578aa	assembled	78	236136	4912741	escherichia coli / shigella;97.67%	53	4459	esc_pa2325aa_as	3.61
esc_ha0579aa	az-tg98479	srr6080578;illumina;paired;500;srx3219565,srr5990908;illumina;paired;500;srx3146591	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07549819	srs2478550	2017-09-01	2017-08-30	esc_ha0579aa	assembled	98	187456	4630686	escherichia coli / shigella;98.46%	85	9524	esc_pa2324aa_as	3.61
esc_ha0581aa	az-tg98483	srr6080586;illumina;paired;500;srx3219573,srr5990905;illumina;paired;500;srx3146588	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07549820	srs2478547	2017-09-01	2017-08-30	esc_ha0581aa	assembled	117	300719	4632456	escherichia coli / shigella;100.0%	59	2351	esc_pa2322aa_as	3.61
esc_ha0582aa	az-tg98503	srr6080567;illumina;paired;500;srx3219555,srr5990786;illumina;paired;500;srx3146493	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07549829	srs2478450	2017-09-01	2017-08-30	esc_ha0582aa	assembled	96	300719	4632910	escherichia coli / shigella;97.62%	57	3418	esc_pa2321aa_as	3.61
esc_ha0585aa	az-tg98495	srr6080570;illumina;paired;500;srx3219558,srr5990783;illumina;paired;500;srx3146490	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07549831	srs2478447	2017-09-01	2017-08-30	esc_ha0585aa	assembled	78	142450	4888753	escherichia coli / shigella;96.47%	114	8206	esc_pa2318aa_as	3.61
esc_ha0586aa	az-tg98579	srr6080568;illumina;paired;500;srx3219556,srr5990782;illumina;paired;500;srx3146489	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07549827	srs2478446	2017-09-01	2017-08-30	esc_ha0586aa	assembled	72	119588	4629806	escherichia coli / shigella;98.56%	85	10574	esc_pa2317aa_as	3.61
esc_ha0587aa	az-tg98463	srr5990781;illumina;paired;500;srx3146488	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07519480	srs2478445	2017-09-01	2017-08-30	esc_ha0587aa	assembled	113	269040	4632578	escherichia coli / shigella;97.92%	65	5121	esc_pa2316aa_as	3.61
esc_ha0588aa	az-tg94337	srr5990780;illumina;paired;500;srx3146487	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07519502	srs2478444	2017-09-01	2017-08-30	esc_ha0588aa	assembled	119	363791	4952810	escherichia coli / shigella;100.0%	63	3359	esc_pa2315aa_as	3.61
esc_ha0589aa	az-tg98475	srr6080582;illumina;paired;500;srx3219569,srr5990771;illumina;paired;500;srx3146478	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07549823	srs2478435	2017-09-01	2017-08-30	esc_ha0589aa	assembled	153	300719	4632390	escherichia coli / shigella;97.87%	63	2419	esc_pa2314aa_as	3.61
esc_ha0590aa	az-tg98487	srr6080573;illumina;paired;500;srx3219561,srr5990770;illumina;paired;500;srx3146477	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07549825	srs2478434	2017-09-01	2017-08-30	esc_ha0590aa	assembled	114	300719	4632892	escherichia coli / shigella;98.04%	68	4737	esc_pa2313aa_as	3.61
esc_ha0591aa	az-tg98491	srr6080571;illumina;paired;500;srx3219559,srr5990769;illumina;paired;500;srx3146476	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07549832	srs2478433	2017-09-01	2017-08-30	esc_ha0591aa	assembled	82	156307	4890808	escherichia coli / shigella;98.68%	111	4983	esc_pa2312aa_as	3.61
esc_ha0592aa	az-tg98507	srr6080577;illumina;paired;500;srx3219564,srr5990738;illumina;paired;500;srx3146445	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07549824	srs2478402	2017-09-01	2017-08-30	esc_ha0592aa	assembled	95	269040	4632838	escherichia coli / shigella;97.73%	60	4207	esc_pa2311aa_as	3.61
esc_ha0593aa	az-tg98511	srr6080583;illumina;paired;500;srx3219570,srr5990736;illumina;paired;500;srx3146443	human	human	stool (cervus canadensis)	2016	nd	nd	nd	north america	united states	arizona	nd	nd	nd	nd	nd	fda center for food safety and applied nutrition	escherichia coli	nd	nd	nd	nd	nd	nd	nd	prjna230968	srp038995	nd	samn07549821	srs2478398	2017-09-01	2017-08-30	esc_ha0593aa	assembled	79	233305	4633000	escherichia coli / shigella;100.0%	70	6002	esc_pa2310aa_as	3.61
esc_ha0649aa	293083	srr5998832;illumina;paired;;srx3154311	human	human	human; homo sapiens	2016	8	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595987	srs2486146	2017-09-03	2017-09-02	esc_ha0649aa	assembled	222	155317	5318160	escherichia coli / shigella;98.01%	358	9331	esc_pa2450aa_as	3.61
esc_ha0650aa	318511	srr5998799;illumina;paired;;srx3154278	human	human	human; homo sapiens	2016	11	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595940	srs2486113	2017-09-03	2017-09-02	esc_ha0650aa	assembled	106	242981	5206604	escherichia coli / shigella;99.09%	241	2175	esc_pa2449aa_as	3.61
esc_ha0651aa	318506	srr5998798;illumina;paired;;srx3154277	human	human	human; homo sapiens	2016	11	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595942	srs2486112	2017-09-03	2017-09-02	esc_ha0651aa	assembled	131	148761	5347836	escherichia coli / shigella;98.22%	309	4014	esc_pa2448aa_as	3.61
esc_ha0652aa	379434	srr5998797;illumina;paired;;srx3154276	human	human	human; homo sapiens	2017	6	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595943	srs2486111	2017-09-03	2017-09-02	esc_ha0652aa	assembled	106	155731	5469506	escherichia coli / shigella;98.73%	491	17287	esc_pa2447aa_as	3.61
esc_ha0653aa	314875	srr5998796;illumina;paired;;srx3154275	human	human	human; homo sapiens	2016	10	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595941	srs2486110	2017-09-03	2017-09-02	esc_ha0653aa	assembled	105	158868	5470008	escherichia coli / shigella;98.27%	344	5671	esc_pa2446aa_as	3.61
esc_ha0654aa	360316	srr5998795;illumina;paired;;srx3154274	human	human	human; homo sapiens	2017	3	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595907	srs2486109	2017-09-03	2017-09-02	esc_ha0654aa	assembled	83	130039	5302542	escherichia coli / shigella;97.77%	317	6074	esc_pa2445aa_as	3.61
esc_ha0655aa	377340	srr5998794;illumina;paired;;srx3154273	human	human	human; homo sapiens	2017	6	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595920	srs2486108	2017-09-03	2017-09-02	esc_ha0655aa	assembled	94	128068	5435438	escherichia coli / shigella;97.92%	394	7298	esc_pa2444aa_as	3.61
esc_ha0656aa	322473	srr5998793;illumina;paired;;srx3154272	human	human	human; homo sapiens	2016	12	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595909	srs2486107	2017-09-03	2017-09-02	esc_ha0656aa	assembled	77	155493	5305289	escherichia coli / shigella;98.84%	310	6973	esc_pa2443aa_as	3.61
esc_ha0657aa	337050	srr5998792;illumina;paired;;srx3154271	human	human	human; homo sapiens	2017	1	nd	nd	europe	united kingdom	nd	nd	nd	nd	nd	nd	public health england	escherichia coli	nd	escherichia coli	nd	nd	nd	nd	nd	prjna315192	srp071789	nd	samn07595917	srs2486106	2017-09-03	2017-09-02	esc_ha0657aa	assembled	68	155271	5555624	escherichia coli / shigella;94.17%	349	7080	esc_pa2442aa_as	3.61
