study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy	sra_ftp	sra_galaxy	cram_index_ftp	cram_index_galaxy
PRJEB6403	SAMEA4525298	ERS1424477	ERX1995534	ERR1937807	51161	Actinobacillus delphinicola	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA885/ERA885395/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA885/ERA885395/pacbio_hdf5				
PRJEB6403	SAMEA4525299	ERS1424478	ERX1995535	ERR1937808	488	Neisseria mucosa	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA885/ERA885395/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA885/ERA885395/pacbio_hdf5				
PRJEB6403	SAMEA4525300	ERS1424479	ERX1995536	ERR1937809	46506	Bacteroides stercoris	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA885/ERA885395/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA885/ERA885395/pacbio_hdf5				
PRJEB6403	SAMEA4525301	ERS1424480	ERX1995537	ERR1937810	1360	Lactococcus lactis subsp. lactis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA885/ERA885395/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA885/ERA885395/pacbio_hdf5				
PRJEB6403	SAMEA44515918	ERS1497469	ERX1995538	ERR1937811	1639	Listeria monocytogenes	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA885/ERA885395/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA885/ERA885395/pacbio_hdf5				
PRJEB6403	SAMEA44527918	ERS1497485	ERX2001506	ERR1940973	84110	Slackia heliotrinireducens	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5				
PRJEB6403	SAMEA4525296	ERS1424475	ERX2001507	ERR1940974	1305	Streptococcus sanguinis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5				
PRJEB6403	SAMEA4525297	ERS1424476	ERX2001508	ERR1940975	47715	Lactobacillus rhamnosus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5				
PRJEB6403	SAMEA4552899	ERS1452078	ERX2001509	ERR1940976	29494	Vibrio furnissii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5				
PRJEB6403	SAMEA4525302	ERS1424481	ERX2001510	ERR1940977	1813019	Campylobacter hepaticus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5				
PRJEB6403	SAMEA4525304	ERS1424483	ERX2001511	ERR1940978	1335	Streptococcus equinus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5				
PRJEB6403	SAMEA4525305	ERS1424484	ERX2001512	ERR1940979	29422	Legionella brunensis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5				
PRJEB6403	SAMEA4525306	ERS1424485	ERX2001513	ERR1940980	35818	Helicobacter pullorum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5				
PRJEB6403	SAMEA4504055	ERS1403234	ERX2001514	ERR1940981	123899	Bordetella trematum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5				
PRJEB6403	SAMEA4525307	ERS1424486	ERX2001515	ERR1940982	32022	Campylobacter jejuni subsp. jejuni	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5				
PRJEB6403	SAMEA4556070	ERS1455249	ERX2001516	ERR1940983	1396	Bacillus cereus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5				
PRJEB6403	SAMEA4556071	ERS1455250	ERX2001517	ERR1940984	1035	Afipia felis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5				
PRJEB6403	SAMEA44537668	ERS1497498	ERX2001518	ERR1940985	91890	Legionella pneumophila subsp. pascullei	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5				
PRJEB6403	SAMEA4525308	ERS1424487	ERX2001519	ERR1940986	477	Moraxella lacunata	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5				
PRJEB6403	SAMEA4534871	ERS1434050	ERX2001520	ERR1940987	1317	Streptococcus downei	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5				
PRJEB6403	SAMEA4534872	ERS1434051	ERX2001521	ERR1940988	1643	Listeria welshimeri	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5				
PRJEB6403	SAMEA4530642	ERS1429821	ERX2001522	ERR1940989	96241	Bacillus subtilis subsp. spizizenii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5				
PRJEB6403	SAMEA4530643	ERS1429822	ERX2001523	ERR1940990	29363	Clostridium paraputrificum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5				
PRJEB6403	SAMEA4530644	ERS1429823	ERX2001524	ERR1940991	37923	Kocuria kristinae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA886/ERA886780/pacbio_hdf5				
PRJEB6403	SAMEA4442463	ERS1353912	ERX2014039	ERR1948252	43131	Tissierella praeacuta	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5				
PRJEB6403	SAMEA4442465	ERS1353914	ERX2014040	ERR1948253	1241979	Chryseobacterium carnis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5				
PRJEB6403	SAMEA4442466	ERS1353915	ERX2014041	ERR1948254	1241978	Chryseobacterium bernardetii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5				
PRJEB6403	SAMEA4442468	ERS1353917	ERX2014042	ERR1948255	1351	Enterococcus faecalis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5				
PRJEB6403	SAMEA44535418	ERS1497495	ERX2014043	ERR1948256	29432	Psychrobacter phenylpyruvicus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5				
PRJEB6403	SAMEA44540668	ERS1497502	ERX2014044	ERR1948257	346665	Moraxella boevrei	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5				
PRJEB6403	SAMEA4530645	ERS1429824	ERX2014045	ERR1948258	645	Aeromonas salmonicida	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5				
PRJEB6403	SAMEA4530646	ERS1429825	ERX2014046	ERR1948259	1520	Clostridium beijerinckii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5				
PRJEB6403	SAMEA4530647	ERS1429826	ERX2014047	ERR1948260	1494	Clostridium cochlearium	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5				
PRJEB6403	SAMEA4530649	ERS1429828	ERX2014048	ERR1948261	35755	Corynebacterium kutscheri	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5				
PRJEB6403	SAMEA4530650	ERS1429829	ERX2014049	ERR1948262	35756	Corynebacterium pilosum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5				
PRJEB6403	SAMEA4530651	ERS1429830	ERX2014050	ERR1948263	43771	Corynebacterium urealyticum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5				
PRJEB6403	SAMEA4530652	ERS1429831	ERX2014051	ERR1948264	93220	Pandoraea pnomenusa	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5				
PRJEB6403	SAMEA4530653	ERS1429832	ERX2014052	ERR1948265	103855	Bordetella hinzii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5				
PRJEB6403	SAMEA4530654	ERS1429833	ERX2014053	ERR1948266	29494	Vibrio furnissii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA894/ERA894252/pacbio_hdf5				
PRJEB6403	SAMEA4530655	ERS1429834	ERX2020077	ERR1954481	93222	Pandoraea sputorum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4530656	ERS1429835	ERX2020078	ERR1954482	35757	Corynebacterium cystitidis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4530657	ERS1429836	ERX2020079	ERR1954483	90240	Moraxella caprae	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4530658	ERS1429837	ERX2020080	ERR1954484	1502	Clostridium perfringens	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4535744	ERS1434923	ERX2020081	ERR1954485	99807	Corynebacterium auriscanis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4535746	ERS1434925	ERX2020082	ERR1954486	1652	Alloiococcus otitis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4535747	ERS1434926	ERX2020083	ERR1954487	1800	Mycolicibacterium chubuense	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4535748	ERS1434927	ERX2020084	ERR1954488	1661	Trueperella pyogenes	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4535749	ERS1434928	ERX2020085	ERR1954489	292	Burkholderia cepacia	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4535750	ERS1434929	ERX2020086	ERR1954490	198	Campylobacter hyointestinalis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4535753	ERS1434932	ERX2020087	ERR1954491	54005	Peptoniphilus harei	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4535755	ERS1434934	ERX2020088	ERR1954492	1752	Propionibacterium freudenreichii subsp. shermanii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4535757	ERS1434936	ERX2020089	ERR1954493	28124	Porphyromonas endodontalis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4535758	ERS1434937	ERX2020090	ERR1954494	195	Campylobacter coli	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4535759	ERS1434938	ERX2020091	ERR1954495	33987	Exiguobacterium aurantiacum	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4535751	ERS1434930	ERX2020092	ERR1954496	28129	Prevotella denticola	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4535752	ERS1434931	ERX2020093	ERR1954497	28135	Prevotella oris	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4535760	ERS1434939	ERX2020094	ERR1954498	2702	Gardnerella vaginalis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4535761	ERS1434940	ERX2020095	ERR1954499	156978	Corynebacterium imitans	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4535763	ERS1434942	ERX2020096	ERR1954500	1561	Clostridium baratii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4535765	ERS1434944	ERX2020097	ERR1954501	1829	Rhodococcus rhodochrous	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4552886	ERS1452065	ERX2020098	ERR1954502	456	Legionella jordanis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4552887	ERS1452066	ERX2020099	ERR1954503	732	Aggregatibacter aphrophilus	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4552888	ERS1452067	ERX2020100	ERR1954504	585	Proteus vulgaris	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4552889	ERS1452068	ERX2020101	ERR1954505	582	Morganella morganii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4552890	ERS1452069	ERX2020102	ERR1954506	548	Klebsiella aerogenes	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4552891	ERS1452070	ERX2020103	ERR1954507	585	Proteus vulgaris	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4552892	ERS1452071	ERX2020104	ERR1954508	584	Proteus mirabilis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4552893	ERS1452072	ERX2020105	ERR1954509	546	Citrobacter freundii	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA904/ERA904256/pacbio_hdf5				
PRJEB6403	SAMEA4552894	ERS1452073	ERX2182461	ERR2125609	584	Proteus mirabilis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4552895	ERS1452074	ERX2182462	ERR2125610	480	Moraxella catarrhalis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4552896	ERS1452075	ERX2182463	ERR2125611	480	Moraxella catarrhalis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4552897	ERS1452076	ERX2182464	ERR2125612	28082	Legionella anisa	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4556064	ERS1455243	ERX2182465	ERR2125613	1509	Clostridium sporogenes	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4556065	ERS1455244	ERX2182466	ERR2125614	1509	Clostridium sporogenes	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4556066	ERS1455245	ERX2182467	ERR2125615	1641	Listeria grayi	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4556067	ERS1455246	ERX2182468	ERR2125616	1402	Bacillus licheniformis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4556068	ERS1455247	ERX2182469	ERR2125617	1490	Paraclostridium bifermentans	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4556072	ERS1455251	ERX2182470	ERR2125618	1490	Paraclostridium bifermentans	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4556074	ERS1455253	ERX2182471	ERR2125619	1513	Clostridium tetani	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4556075	ERS1455254	ERX2182472	ERR2125620	1509	Clostridium sporogenes	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4556076	ERS1455255	ERX2182473	ERR2125621	1494	Clostridium cochlearium	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4556077	ERS1455256	ERX2182474	ERR2125622	569	Hafnia alvei	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4556078	ERS1455257	ERX2182475	ERR2125623	126385	Providencia alcalifaciens	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4556079	ERS1455258	ERX2182476	ERR2125624	587	Providencia rettgeri	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA4556080	ERS1455259	ERX2182477	ERR2125625	587	Providencia rettgeri	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA24550918	ERS1470849	ERX2182478	ERR2125626	1241982	Chryseobacterium nakagawai	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA24551668	ERS1470850	ERX2182479	ERR2125627	28087	Legionella sainthelensi	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA24552418	ERS1470851	ERX2182480	ERR2125628	148942	Streptococcus equi subsp. equi	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA24553168	ERS1470852	ERX2182481	ERR2125629	1708	Cellulomonas fimi	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA24553918	ERS1470853	ERX2182482	ERR2125630	519	Bordetella parapertussis	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
PRJEB6403	SAMEA24554668	ERS1470854	ERX2182483	ERR2125631	856	Fusobacterium varium	PacBio RS	SINGLE			ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5	ftp.sra.ebi.ac.uk/vol1/ERA109/ERA1098284/pacbio_hdf5				
